id,language_id,en,ru,accent,level,frequency_rank,rarity,register,ipa_uk,ipa_us,example,example_ru
446,1,anchor,якорь,both,A1,6818,редкое,разговорная,/anchor/,/anchor/,This is a anchor.,Это якорь.
447,1,joint,совместные,both,A1,2066,не редкое,разговорная,/joint/,/joint/,This is a joint.,Это совместные.
448,1,heart,сердце,both,A1,885,не редкое,разговорная,/heart/,/heart/,This is a heart.,Это сердце.
449,1,expression,выражение,both,A1,2532,не редкое,официальная,/expression/,/expression/,This is a expression.,Это выражение.
450,1,reach,достичь,both,A1,2234,не редкое,разговорная,/reach/,/reach/,This is a reach.,Это достичь.
451,1,contest,конкурс,both,A1,3542,редкое,разговорная,/contest/,/contest/,This is a contest.,Это конкурс.
452,1,trust,доверие,both,A1,1487,не редкое,разговорная,/trust/,/trust/,This is a trust.,Это доверие.
453,1,special,специальные,both,A1,272,не редкое,официальная,/special/,/special/,It is special.,Это специальные.
454,1,shall,буду,both,A1,385,не редкое,разговорная,/shall/,/shall/,This is a shall.,Это буду.
455,1,high,высокая,both,A1,164,не редкое,разговорная,/high/,/high/,This is a high.,Это высокая.
456,1,call,звоните,both,A1,373,не редкое,разговорная,/call/,/call/,I call every day.,Я звоните каждый день.
457,1,train,поезд,both,A1,2484,не редкое,разговорная,/train/,/train/,This is a train.,Это поезд.
458,1,traverse,траверс,both,A1,15000,очень редкое,разговорная,/traverse/,/traverse/,This is a traverse.,Это траверс.
459,1,irregular,нерегулярные,both,A1,15000,очень редкое,официальная,/irregular/,/irregular/,This is a irregular.,Это нерегулярные.
460,1,wrong,неправильно,both,A1,1663,не редкое,разговорная,/wrong/,/wrong/,This is a wrong.,Это неправильно.
461,1,sign,знак,both,A1,279,не редкое,разговорная,/sign/,/sign/,This is a sign.,Это знак.
462,1,watch,смотреть,both,A1,867,не редкое,разговорная,/watch/,/watch/,I watch every day.,Я смотреть каждый день.
463,1,catch,поймать,both,A1,3601,редкое,разговорная,/catch/,/catch/,This is a catch.,Это поймать.
464,1,animal,животное,both,A1,1290,не редкое,официальная,/animal/,/animal/,It is animal.,Это животное.
465,1,stone,камень,both,A1,1909,не редкое,разговорная,/stone/,/stone/,This is a stone.,Это камень.
466,1,dependent,зависимые,both,A1,3745,редкое,разговорная,/dependent/,/dependent/,This is a dependent.,Это зависимые.
467,1,before,перед,both,A1,229,не редкое,разговорная,/before/,/before/,This is before.,Это перед.
468,1,relief,облегчение,both,A1,2915,не редкое,разговорная,/relief/,/relief/,This is a relief.,Это облегчение.
469,1,thought,думал,both,A1,987,не редкое,разговорная,/thought/,/thought/,I thought every day.,Я думал каждый день.
470,1,fortune,удачи,both,A1,5752,редкое,разговорная,/fortune/,/fortune/,This is a fortune.,Это удачи.
471,1,will,будет,both,A1,32,не редкое,разговорная,/will/,/will/,This is a will.,Это будет.
472,1,active,активный,both,A1,950,не редкое,официальная,/active/,/active/,It is active.,Это активный.
473,1,formation,формирование,both,A1,4020,редкое,официальная,/formation/,/formation/,This is a formation.,Это формирование.
474,1,valuable,ценные,both,A1,4037,редкое,разговорная,/valuable/,/valuable/,It is valuable.,Это ценные.
475,1,soft,мягкий,both,A1,2037,не редкое,разговорная,/soft/,/soft/,This is a soft.,Это мягкий.
476,1,about,о,both,A1,36,не редкое,разговорная,/about/,/about/,This is about.,Это о.
477,1,operation,операция,both,A1,1382,не редкое,официальная,/operation/,/operation/,This is a operation.,Это операция.
478,1,bank,банк,both,A1,871,не редкое,разговорная,/bank/,/bank/,This is a bank.,Это банк.
479,1,heavy,тяжелые,both,A1,2128,не редкое,разговорная,/heavy/,/heavy/,It is heavy.,Это тяжелые.
480,1,solid,твердые,both,A1,2141,не редкое,разговорная,/solid/,/solid/,This is a solid.,Это твердые.
481,1,ring,кольцо,both,A1,1509,не редкое,разговорная,/ring/,/ring/,I ring every day.,Я кольцо каждый день.
482,1,proportion,доля,both,A1,6115,редкое,официальная,/proportion/,/proportion/,This is a proportion.,Это доля.
483,1,symbol,символ,both,A1,3216,редкое,разговорная,/symbol/,/symbol/,This is a symbol.,Это символ.
484,1,opposition,оппозиция,both,A1,5290,редкое,официальная,/opposition/,/opposition/,This is a opposition.,Это оппозиция.
485,1,apparent,очевидно,both,A1,6269,редкое,разговорная,/apparent/,/apparent/,This is a apparent.,Это очевидно.
486,1,abstract,Аннотация,both,A1,1467,не редкое,разговорная,/abstract/,/abstract/,This is a abstract.,Это Аннотация.
487,1,portion,часть,both,A1,3241,редкое,официальная,/portion/,/portion/,This is a portion.,Это часть.
488,1,dignity,достоинства,both,A1,15000,очень редкое,официальная,/dignity/,/dignity/,It is dignity.,Это достоинства.
489,1,revolution,революции,both,A1,3736,редкое,официальная,/revolution/,/revolution/,This is a revolution.,Это революции.
490,1,post,пост,both,A1,137,не редкое,разговорная,/post/,/post/,This is a post.,Это пост.
491,1,voluntary,добровольное,both,A1,5450,редкое,официальная,/voluntary/,/voluntary/,It is voluntary.,Это добровольное.
492,1,length,длина,both,A1,1151,не редкое,разговорная,/length/,/length/,This is a length.,Это длина.
493,1,market,рынок,both,A1,469,не редкое,разговорная,/market/,/market/,This is a market.,Это рынок.
494,1,harmony,гармония,both,A1,7331,редкое,разговорная,/harmony/,/harmony/,It is harmony.,Это гармония.
495,1,prepare,подготовить,both,A1,3519,редкое,разговорная,/prepare/,/prepare/,This is a prepare.,Это подготовить.
496,1,perform,проанализировать,both,A1,2593,не редкое,разговорная,/perform/,/perform/,This is a perform.,Это проанализировать.
497,1,land,земля,both,A1,770,не редкое,разговорная,/land/,/land/,This is a land.,Это земля.
498,1,board,доска,both,A1,344,не редкое,разговорная,/board/,/board/,This is a board.,Это доска.
499,1,shaft,вал,both,A1,8423,очень редкое,разговорная,/shaft/,/shaft/,This is a shaft.,Это вал.
500,1,neglect,пренебрежение,both,A1,15000,очень редкое,разговорная,/neglect/,/neglect/,This is a neglect.,Это пренебрежение.
501,1,iron,утюг,both,A1,2420,не редкое,разговорная,/iron/,/iron/,This is a iron.,Это утюг.
502,1,value,значение,both,A1,409,не редкое,разговорная,/value/,/value/,This is a value.,Это значение.
503,1,attempt,попытка,both,A1,3029,редкое,разговорная,/attempt/,/attempt/,This is a attempt.,Это попытка.
504,1,hard,жесткий,both,A1,595,не редкое,разговорная,/hard/,/hard/,This is a hard.,Это жесткий.
505,1,judge,судья,both,A1,2546,не редкое,разговорная,/judge/,/judge/,This is a judge.,Это судья.
506,1,proper,правильное,both,A1,2795,не редкое,разговорная,/proper/,/proper/,This is a proper.,Это правильное.
507,1,mouth,рот,both,A1,3299,редкое,разговорная,/mouth/,/mouth/,This is a mouth.,Это рот.
508,1,moral,моральный,both,A1,4849,редкое,официальная,/moral/,/moral/,It is moral.,Это моральный.
509,1,district,район,both,A1,786,не редкое,разговорная,/district/,/district/,This is a district.,Это район.
510,1,interior,интерьер,both,A1,2896,не редкое,разговорная,/interior/,/interior/,This is a interior.,Это интерьер.
511,1,genus,род,both,A1,15000,очень редкое,разговорная,/genus/,/genus/,This is a genus.,Это род.
512,1,union,Союз,both,A1,1102,не редкое,разговорная,/union/,/union/,This is a union.,Это Союз.
513,1,purple,фиолетовый,both,A1,4328,редкое,разговорная,/purple/,/purple/,This is a purple.,Это фиолетовый.
514,1,husband,муж,both,A1,3273,редкое,разговорная,/husband/,/husband/,This is a husband.,Это муж.
515,1,wing,крыло,both,A1,4052,редкое,разговорная,/wing/,/wing/,I wing every day.,Я крыло каждый день.
516,1,broken,сломанный,both,A1,2514,не редкое,разговорная,/broken/,/broken/,This is a broken.,Это сломанный.
517,1,foreign,иностранных,both,A1,1184,не редкое,разговорная,/foreign/,/foreign/,This is a foreign.,Это иностранных.
518,1,divine,божественное,both,A1,6391,редкое,разговорная,/divine/,/divine/,This is a divine.,Это божественное.
519,1,perfect,идеальный,both,A1,1351,не редкое,разговорная,/perfect/,/perfect/,This is a perfect.,Это идеальный.
520,1,last,последние,both,A1,126,не редкое,разговорная,/last/,/last/,This is a last.,Это последние.
521,1,compact,компактный,both,A1,3021,редкое,разговорная,/compact/,/compact/,This is a compact.,Это компактный.
522,1,escape,побег,both,A1,4383,редкое,разговорная,/escape/,/escape/,This is a escape.,Это побег.
523,1,extract,экстракт,both,A1,5693,редкое,разговорная,/extract/,/extract/,This is a extract.,Это экстракт.
524,1,demand,спрос,both,A1,1817,не редкое,разговорная,/demand/,/demand/,This is a demand.,Это спрос.
525,1,flexible,гибкий,both,A1,3688,редкое,разговорная,/flexible/,/flexible/,This is a flexible.,Это гибкий.
526,1,still,еще,both,A1,389,не редкое,разговорная,/still/,/still/,This is a still.,Это еще.
527,1,wheel,колеса,both,A1,3017,редкое,разговорная,/wheel/,/wheel/,This is a wheel.,Это колеса.
528,1,long,долго,both,A1,263,не редкое,разговорная,/long/,/long/,This is a long.,Это долго.
529,1,burden,бремя,both,A1,6234,редкое,разговорная,/burden/,/burden/,This is a burden.,Это бремя.
530,1,note,Примечание,both,A1,459,не редкое,разговорная,/note/,/note/,This is a note.,Это Примечание.
531,1,interval,интервал,both,A1,6092,редкое,официальная,/interval/,/interval/,It is interval.,Это интервал.
532,1,column,колонки,both,A1,2219,не редкое,разговорная,/column/,/column/,This is a column.,Это колонки.
533,1,destitute,обездоленных,both,A1,15000,очень редкое,официальная,/destitute/,/destitute/,This is a destitute.,Это обездоленных.
534,1,reference,ссылка,both,A1,664,не редкое,официальная,/reference/,/reference/,This is a reference.,Это ссылка.
535,1,letter,письмо,both,A1,1190,не редкое,разговорная,/letter/,/letter/,This is a letter.,Это письмо.
536,1,control,контроль,both,A1,332,не редкое,разговорная,/control/,/control/,This is a control.,Это контроль.
537,1,freedom,свобода,both,A1,2060,не редкое,разговорная,/freedom/,/freedom/,This is a freedom.,Это свобода.
538,1,swallow,глотать,both,A1,15000,очень редкое,разговорная,/swallow/,/swallow/,This is a swallow.,Это глотать.
539,1,medicine,медицина,both,A1,1269,не редкое,разговорная,/medicine/,/medicine/,This is a medicine.,Это медицина.
540,1,history,история,both,A1,334,не редкое,официальная,/history/,/history/,It is history.,Это история.
541,1,difference,разница,both,A1,1833,не редкое,официальная,/difference/,/difference/,This is a difference.,Это разница.
542,1,people,люди,both,A1,105,не редкое,разговорная,/people/,/people/,This is a people.,Это люди.
543,1,strip,полосы,both,A1,3825,редкое,разговорная,/strip/,/strip/,This is a strip.,Это полосы.
544,1,contempt,презрение,both,A1,15000,очень редкое,разговорная,/contempt/,/contempt/,This is a contempt.,Это презрение.
545,1,handle,ручка,both,A1,2444,не редкое,разговорная,/handle/,/handle/,This is a handle.,Это ручка.
546,1,decline,снижение,both,A1,5553,редкое,разговорная,/decline/,/decline/,This is a decline.,Это снижение.
547,1,liberty,свободы,both,A1,4124,редкое,разговорная,/liberty/,/liberty/,It is liberty.,Это свободы.
548,1,brilliant,блестящий,both,A1,5969,редкое,официальная,/brilliant/,/brilliant/,This is a brilliant.,Это блестящий.
549,1,fashion,мода,both,A1,1861,не редкое,разговорная,/fashion/,/fashion/,This is a fashion.,Это мода.
550,1,engage,заниматься,both,A1,6152,редкое,разговорная,/engage/,/engage/,This is a engage.,Это заниматься.
551,1,rest,остальное,both,A1,1539,не редкое,разговорная,/rest/,/rest/,This is a rest.,Это остальное.
552,1,impression,впечатление,both,A1,7260,редкое,официальная,/impression/,/impression/,This is a impression.,Это впечатление.
553,1,offensive,наступление,both,A1,6205,редкое,официальная,/offensive/,/offensive/,It is offensive.,Это наступление.
554,1,drawing,рисунок,both,A1,3637,редкое,разговорная,/drawing/,/drawing/,I drawing every day.,Я рисунок каждый день.
555,1,purchase,купить,both,A1,948,не редкое,разговорная,/purchase/,/purchase/,This is a purchase.,Это купить.
556,1,minute,минуту,both,A1,1966,не редкое,разговорная,/minute/,/minute/,This is a minute.,Это минуту.
557,1,metal,металл,both,A1,1458,не редкое,официальная,/metal/,/metal/,It is metal.,Это металл.
558,1,texture,текстура,both,A1,8290,очень редкое,официальная,/texture/,/texture/,This is a texture.,Это текстура.
559,1,doctrine,учение,both,A1,8535,очень редкое,разговорная,/doctrine/,/doctrine/,This is a doctrine.,Это учение.
560,1,cutting,резка,both,A1,3683,редкое,разговорная,/cutting/,/cutting/,I cutting every day.,Я резка каждый день.
561,1,lower,ниже,both,A1,1100,не редкое,разговорная,/lower/,/lower/,This is a lower.,Это ниже.
562,1,paper,бумага,both,A1,576,не редкое,разговорная,/paper/,/paper/,This is a paper.,Это бумага.
563,1,sight,зрелище,both,A1,4919,редкое,разговорная,/sight/,/sight/,This is a sight.,Это зрелище.
564,1,hollow,полые,both,A1,9452,очень редкое,разговорная,/hollow/,/hollow/,This is a hollow.,Это полые.
565,1,follow,следуйте,both,A1,1160,не редкое,разговорная,/follow/,/follow/,I follow every day.,Я следуйте каждый день.
566,1,judicial,судебная,both,A1,5231,редкое,официальная,/judicial/,/judicial/,It is judicial.,Это судебная.
567,1,formal,официальное,both,A1,3377,редкое,официальная,/formal/,/formal/,It is formal.,Это официальное.
568,1,salt,соль,both,A1,3020,редкое,разговорная,/salt/,/salt/,This is a salt.,Это соль.
569,1,blow,удар,both,A1,2519,не редкое,разговорная,/blow/,/blow/,This is a blow.,Это удар.
570,1,member,член,both,A1,225,не редкое,разговорная,/member/,/member/,This is a member.,Это член.
571,1,fellow,товарищи,both,A1,4199,редкое,разговорная,/fellow/,/fellow/,This is a fellow.,Это товарищи.
572,1,mean,значит,both,A1,1004,не редкое,разговорная,/mean/,/mean/,This is a mean.,Это значит.
573,1,mother,мать,both,A1,1423,не редкое,разговорная,/mother/,/mother/,This is a mother.,Это мать.
574,1,thread,нить,both,A1,456,не редкое,разговорная,/thread/,/thread/,This is a thread.,Это нить.
575,1,corrupt,поврежден,both,A1,15000,очень редкое,разговорная,/corrupt/,/corrupt/,This is a corrupt.,Это поврежден.
576,1,failure,провал,both,A1,2258,не редкое,разговорная,/failure/,/failure/,This is a failure.,Это провал.
577,1,associate,связать,both,A1,2454,не редкое,разговорная,/associate/,/associate/,This is a associate.,Это связать.
578,1,relieve,снять,both,A1,15000,очень редкое,разговорная,/relieve/,/relieve/,This is a relieve.,Это снять.
579,1,display,дисплей,both,A1,747,не редкое,разговорная,/display/,/display/,It is display.,Это дисплей.
580,1,full,полный,both,A1,195,не редкое,разговорная,/full/,/full/,This is a full.,Это полный.
581,1,distant,отдаленные,both,A1,8977,очень редкое,разговорная,/distant/,/distant/,This is a distant.,Это отдаленные.
582,1,disease,болезни,both,A1,1346,не редкое,разговорная,/disease/,/disease/,This is a disease.,Это болезни.
583,1,sense,смысл,both,A1,1560,не редкое,разговорная,/sense/,/sense/,This is a sense.,Это смысл.
584,1,liberal,либерал,both,A1,4066,редкое,официальная,/liberal/,/liberal/,It is liberal.,Это либерал.
585,1,intended,предназначен,both,A1,2174,не редкое,разговорная,/intended/,/intended/,I intended every day.,Я предназначен каждый день.
586,1,gather,собрать,both,A1,7406,редкое,разговорная,/gather/,/gather/,This is a gather.,Это собрать.
587,1,play,играть,both,A1,515,не редкое,разговорная,/play/,/play/,I play every day.,Я играть каждый день.
588,1,blood,кровь,both,A1,1318,не редкое,разговорная,/blood/,/blood/,This is a blood.,Это кровь.
589,1,swell,цаца,both,A1,15000,очень редкое,разговорная,/swell/,/swell/,This is a swell.,Это цаца.
590,1,stuff,вещи,both,A1,988,не редкое,разговорная,/stuff/,/stuff/,This is a stuff.,Это вещи.
591,1,bill,Билл,both,A1,810,не редкое,разговорная,/bill/,/bill/,This is a bill.,Это Билл.
592,1,opening,открытие,both,A1,2245,не редкое,разговорная,/opening/,/opening/,I opening every day.,Я открытие каждый день.
593,1,quarrel,ссора,both,A1,15000,очень редкое,разговорная,/quarrel/,/quarrel/,This is a quarrel.,Это ссора.
594,1,world,мир,both,A1,119,не редкое,разговорная,/world/,/world/,This is a world.,Это мир.
595,1,secure,безопасной,both,A1,1296,не редкое,разговорная,/secure/,/secure/,This is a secure.,Это безопасной.
596,1,stage,этап,both,A1,1564,не редкое,разговорная,/stage/,/stage/,This is a stage.,Это этап.
597,1,government,правительство,both,A1,352,не редкое,официальная,/government/,/government/,This is a government.,Это правительство.
598,1,plane,самолет,both,A1,3967,редкое,разговорная,/plane/,/plane/,This is a plane.,Это самолет.
599,1,public,общественные,both,A1,162,не редкое,разговорная,/public/,/public/,It is public.,Это общественные.
600,1,composition,состав,both,A1,4319,редкое,официальная,/composition/,/composition/,This is a composition.,Это состав.
601,1,allowance,пособие,both,A1,8653,очень редкое,официальная,/allowance/,/allowance/,This is a allowance.,Это пособие.
602,1,thing,дело,both,A1,820,не редкое,разговорная,/thing/,/thing/,I thing every day.,Я дело каждый день.
603,1,establish,установить,both,A1,3058,редкое,разговорная,/establish/,/establish/,It is establish.,Это установить.
604,1,essential,важно,both,A1,2114,не редкое,официальная,/essential/,/essential/,It is essential.,Это важно.
605,1,gentle,нежный,both,A1,7976,редкое,разговорная,/gentle/,/gentle/,This is a gentle.,Это нежный.
606,1,consider,рассмотрим,both,A1,1520,не редкое,разговорная,/consider/,/consider/,This is a consider.,Это рассмотрим.
607,1,examine,изучить,both,A1,5007,редкое,разговорная,/examine/,/examine/,This is a examine.,Это изучить.
608,1,attack,атака,both,A1,2242,не редкое,разговорная,/attack/,/attack/,This is a attack.,Это атака.
609,1,benefit,благо,both,A1,1715,не редкое,разговорная,/benefit/,/benefit/,This is a benefit.,Это благо.
610,1,height,высота,both,A1,2556,не редкое,разговорная,/height/,/height/,This is a height.,Это высота.
611,1,exhibit,экспонат,both,A1,4357,редкое,разговорная,/exhibit/,/exhibit/,This is a exhibit.,Это экспонат.
612,1,movable,движимость,both,A1,15000,очень редкое,разговорная,/movable/,/movable/,It is movable.,Это движимость.
613,1,voice,голос,both,A1,1248,не редкое,разговорная,/voice/,/voice/,This is a voice.,Это голос.
614,1,tropical,тропический,both,A1,4316,редкое,официальная,/tropical/,/tropical/,It is tropical.,Это тропический.
615,1,platform,Платформа,both,A1,2117,не редкое,разговорная,/platform/,/platform/,This is a platform.,Это Платформа.
616,1,alternate,альтернативный,both,A1,5068,редкое,официальная,/alternate/,/alternate/,This is a alternate.,Это альтернативный.
617,1,have,есть,both,A1,26,не редкое,разговорная,/have/,/have/,I have every day.,Я есть каждый день.
618,1,catholic,католическая,both,A1,3584,редкое,разговорная,/catholic/,/catholic/,It is catholic.,Это католическая.
619,1,bound,связаны,both,A1,3372,редкое,разговорная,/bound/,/bound/,This is a bound.,Это связаны.
620,1,advantage,преимущество,both,A1,2398,не редкое,разговорная,/advantage/,/advantage/,This is a advantage.,Это преимущество.
621,1,bright,яркий,both,A1,3722,редкое,разговорная,/bright/,/bright/,This is a bright.,Это яркий.
622,1,thrust,тяги,both,A1,15000,очень редкое,разговорная,/thrust/,/thrust/,This is a thrust.,Это тяги.
623,1,marble,мрамор,both,A1,8122,очень редкое,разговорная,/marble/,/marble/,This is a marble.,Это мрамор.
624,1,mercury,ртуть,both,A1,4371,редкое,разговорная,/mercury/,/mercury/,It is mercury.,Это ртуть.
625,1,alcohol,алкоголь,both,A1,3046,редкое,разговорная,/alcohol/,/alcohol/,This is a alcohol.,Это алкоголь.
626,1,making,делая,both,A1,629,не редкое,разговорная,/making/,/making/,I making every day.,Я делая каждый день.
627,1,throat,горло,both,A1,4669,редкое,разговорная,/throat/,/throat/,This is a throat.,Это горло.
628,1,foot,ноги,both,A1,1993,не редкое,разговорная,/foot/,/foot/,This is a foot.,Это ноги.
629,1,shelter,приют,both,A1,6605,редкое,разговорная,/shelter/,/shelter/,This is a shelter.,Это приют.
630,1,elastic,эластичный,both,A1,15000,очень редкое,разговорная,/elastic/,/elastic/,It is elastic.,Это эластичный.
631,1,slight,небольшое,both,A1,7421,редкое,разговорная,/slight/,/slight/,This is a slight.,Это небольшое.
632,1,painting,живопись,both,A1,3449,редкое,разговорная,/painting/,/painting/,I painting every day.,Я живопись каждый день.
633,1,stem,стебель,both,A1,5772,редкое,разговорная,/stem/,/stem/,This is a stem.,Это стебель.
634,1,reduction,сокращение,both,A1,2727,не редкое,официальная,/reduction/,/reduction/,This is a reduction.,Это сокращение.
635,1,vegetable,овощ,both,A1,7561,редкое,официальная,/vegetable/,/vegetable/,It is vegetable.,Это овощ.
636,1,breast,груди,both,A1,1997,не редкое,разговорная,/breast/,/breast/,This is a breast.,Это груди.
637,1,drum,барабан,both,A1,4756,редкое,разговорная,/drum/,/drum/,This is a drum.,Это барабан.
638,1,guide,руководство,both,A1,341,не редкое,разговорная,/guide/,/guide/,This is a guide.,Это руководство.
639,1,generation,поколения,both,A1,2015,не редкое,официальная,/generation/,/generation/,This is a generation.,Это поколения.
640,1,study,исследование,both,A1,507,не редкое,разговорная,/study/,/study/,It is study.,Это исследование.
641,1,within,в,both,A1,250,не редкое,разговорная,/within/,/within/,This is a within.,Это в.
642,1,succession,правопреемство,both,A1,15000,очень редкое,официальная,/succession/,/succession/,This is a succession.,Это правопреемство.
643,1,dressing,выделка,both,A1,8870,очень редкое,разговорная,/dressing/,/dressing/,I dressing every day.,Я выделка каждый день.
644,1,powerful,мощный,both,A1,2368,не редкое,разговорная,/powerful/,/powerful/,It is powerful.,Это мощный.
645,1,staff,персонал,both,A1,510,не редкое,разговорная,/staff/,/staff/,This is a staff.,Это персонал.
646,1,notice,уведомление,both,A1,687,не редкое,разговорная,/notice/,/notice/,This is a notice.,Это уведомление.
647,1,downward,вниз,both,A1,15000,очень редкое,разговорная,/downward/,/downward/,This is a downward.,Это вниз.
648,1,upright,в вертикальном положении,both,A1,15000,очень редкое,разговорная,/upright/,/upright/,This is a upright.,Это в вертикальном положении.
649,1,thick,толстые,both,A1,4749,редкое,разговорная,/thick/,/thick/,This is a thick.,Это толстые.
650,1,trade,торговля,both,A1,715,не редкое,разговорная,/trade/,/trade/,This is a trade.,Это торговля.
651,1,extend,продлить,both,A1,4485,редкое,разговорная,/extend/,/extend/,This is a extend.,Это продлить.
652,1,custom,заказ,both,A1,1208,не редкое,разговорная,/custom/,/custom/,This is a custom.,Это заказ.
653,1,faith,вера,both,A1,2221,не редкое,разговорная,/faith/,/faith/,This is a faith.,Это вера.
654,1,mechanical,механические,both,A1,3746,редкое,официальная,/mechanical/,/mechanical/,It is mechanical.,Это механические.
655,1,turning,поворачивая,both,A1,4326,редкое,разговорная,/turning/,/turning/,I turning every day.,Я поворачивая каждый день.
656,1,front,стойка,both,A1,791,не редкое,разговорная,/front/,/front/,This is a front.,Это стойка.
657,1,agreement,соглашение,both,A1,705,не редкое,официальная,/agreement/,/agreement/,This is a agreement.,Это соглашение.
658,1,glass,стекло,both,A1,1275,не редкое,разговорная,/glass/,/glass/,This is a glass.,Это стекло.
659,1,extension,расширение,both,A1,2315,не редкое,официальная,/extension/,/extension/,This is a extension.,Это расширение.
660,1,normal,нормальный,both,A1,1450,не редкое,официальная,/normal/,/normal/,It is normal.,Это нормальный.
661,1,green,зеленый,both,A1,730,не редкое,разговорная,/green/,/green/,This is a green.,Это зеленый.
662,1,exposure,экспозиция,both,A1,2854,не редкое,разговорная,/exposure/,/exposure/,This is a exposure.,Это экспозиция.
663,1,medium,средний,both,A1,1604,не редкое,разговорная,/medium/,/medium/,This is a medium.,Это средний.
664,1,product,продукт,both,A1,135,не редкое,разговорная,/product/,/product/,This is a product.,Это продукт.
665,1,application,приложение,both,A1,508,не редкое,официальная,/application/,/application/,This is a application.,Это приложение.
666,1,term,термин,both,A1,674,не редкое,разговорная,/term/,/term/,This is a term.,Это термин.
667,1,vertical,вертикальная,both,A1,4249,редкое,официальная,/vertical/,/vertical/,It is vertical.,Это вертикальная.
668,1,shape,формы,both,A1,2986,не редкое,разговорная,/shape/,/shape/,This is a shape.,Это формы.
669,1,choice,выбор,both,A1,1174,не редкое,разговорная,/choice/,/choice/,This is a choice.,Это выбор.
670,1,more,больше,both,A1,28,не редкое,разговорная,/more/,/more/,This is a more.,Это больше.
671,1,somewhat,несколько,both,A1,4385,редкое,разговорная,/somewhat/,/somewhat/,This is a somewhat.,Это несколько.
672,1,chance,шанс,both,A1,1873,не редкое,официальная,/chance/,/chance/,This is a chance.,Это шанс.
673,1,result,результат,both,A1,610,не редкое,официальная,/result/,/result/,This is a result.,Это результат.
674,1,residence,место жительства,both,A1,3881,редкое,официальная,/residence/,/residence/,This is a residence.,Это место жительства.
675,1,party,участник,both,A1,537,не редкое,разговорная,/party/,/party/,It is party.,Это участник.
676,1,wear,носить,both,A1,2642,не редкое,разговорная,/wear/,/wear/,This is a wear.,Это носить.
677,1,confidence,уверенность,both,A1,3326,редкое,официальная,/confidence/,/confidence/,This is a confidence.,Это уверенность.
678,1,soldier,солдат,both,A1,6085,редкое,разговорная,/soldier/,/soldier/,This is a soldier.,Это солдат.
679,1,continue,далее,both,A1,1052,не редкое,разговорная,/continue/,/continue/,I continue every day.,Я далее каждый день.
680,1,powder,порошок,both,A1,5142,редкое,разговорная,/powder/,/powder/,This is a powder.,Это порошок.
681,1,found,найдено,both,A1,294,не редкое,разговорная,/found/,/found/,I found every day.,Я найдено каждый день.
682,1,learning,обучение,both,A1,668,не редкое,разговорная,/learning/,/learning/,I learning every day.,Я обучение каждый день.
683,1,situation,ситуация,both,A1,1890,не редкое,официальная,/situation/,/situation/,This is a situation.,Это ситуация.
684,1,bitter,горький,both,A1,15000,очень редкое,разговорная,/bitter/,/bitter/,This is a bitter.,Это горький.
685,1,struggle,борьба,both,A1,5840,редкое,разговорная,/struggle/,/struggle/,This is a struggle.,Это борьба.
686,1,finger,палец,both,A1,4853,редкое,разговорная,/finger/,/finger/,This is a finger.,Это палец.
687,1,shield,щит,both,A1,6411,редкое,разговорная,/shield/,/shield/,This is a shield.,Это щит.
688,1,officer,офицер,both,A1,1687,не редкое,разговорная,/officer/,/officer/,This is a officer.,Это офицер.
689,1,rough,грубо,both,A1,5486,редкое,разговорная,/rough/,/rough/,This is a rough.,Это грубо.
690,1,field,поле,both,A1,573,не редкое,разговорная,/field/,/field/,This is a field.,Это поле.
691,1,space,пространство,both,A1,641,не редкое,разговорная,/space/,/space/,This is a space.,Это пространство.
692,1,privilege,привилегия,both,A1,8852,очень редкое,официальная,/privilege/,/privilege/,This is a privilege.,Это привилегия.
693,1,delicacy,деликатес,both,A1,15000,очень редкое,разговорная,/delicacy/,/delicacy/,It is delicacy.,Это деликатес.
694,1,manifest,манифест,both,A1,15000,очень редкое,разговорная,/manifest/,/manifest/,This is a manifest.,Это манифест.
695,1,sacred,святое,both,A1,6435,редкое,разговорная,/sacred/,/sacred/,I sacred every day.,Я святое каждый день.
696,1,race,гонки,both,A1,1573,не редкое,разговорная,/race/,/race/,This is a race.,Это гонки.
697,1,organ,орган,both,A1,6577,редкое,разговорная,/organ/,/organ/,This is a organ.,Это орган.
698,1,behind,позади,both,A1,1523,не редкое,разговорная,/behind/,/behind/,This is a behind.,Это позади.
699,1,breath,дыхание,both,A1,6014,редкое,разговорная,/breath/,/breath/,This is a breath.,Это дыхание.
700,1,belonging,принадлежность,both,A1,6482,редкое,официальная,/belonging/,/belonging/,I belonging every day.,Я принадлежность каждый день.
701,1,phrase,фраза,both,A1,4960,редкое,разговорная,/phrase/,/phrase/,This is a phrase.,Это фраза.
702,1,border,границы,both,A1,3254,редкое,разговорная,/border/,/border/,This is a border.,Это границы.
703,1,marine,морской,both,A1,2154,не редкое,разговорная,/marine/,/marine/,This is a marine.,Это морской.
704,1,breathing,дыхание,both,A1,8095,очень редкое,официальная,/breathing/,/breathing/,I breathing every day.,Я дыхание каждый день.
705,1,flesh,плоть,both,A1,8105,очень редкое,разговорная,/flesh/,/flesh/,This is a flesh.,Это плоть.
706,1,stretch,стрейч,both,A1,5510,редкое,разговорная,/stretch/,/stretch/,This is a stretch.,Это стрейч.
